
[MAP]
DIMENSIONS 0 0 110250.0 110250.0
Units	 Feet

[COORDINATES]
;;Node           X-Coord            Y-Coord           
;;-------------- ------------------ ------------------
10		35612.842094990425		86319.88150015287
1002		20188.834000086412		80718.93165089004
10030		20146.330505632795		80715.3161013471
1006		20012.403032511473		80151.07810304035
100710		20652.62985217478		80398.73147474509
100715		20779.710154737346		80628.34616931155
100725		20054.15479366295		79909.9888456501
100730		20539.159741966985		79765.92335843947
1010		19850.923865457065		79755.63631578535
10111		19565.61650930345		79855.05269016884
1014		19518.109751068056		78949.47280487232
1018		19154.044563385658		78038.5272899922
101905		19959.11502150446		77825.03544342052
101910		20350.924434195273		78678.92053594068
101917		21531.906105577014		78347.79668258317
101920		19074.52449174598		77855.52728892863
101925		21021.70602054335		77254.63389730174
101926		21256.34789943602		77731.8133662371
101927		21036.79897612799		77231.5610523317
101930		20961.1622890383		77053.6730612116
101935		21500.508068447933		76900.3578776326
101940		21638.45713161677		77083.19013377745
101947		22503.05967303738		76780.39880073722
1022		19070.008030831814		77800.11353485566
1024		19077.68639034033		76749.10211361386
102505		20619.82591221109		76255.88470814843
102510		22056.336505372077		75812.15233619418
1028		18923.64435019251		76375.52382121328
1030		18768.11851621233		76034.22781506088
103105		18986.333461114205		76531.60133219045
103110		20513.1847520452		76058.90707909781
103112		20526.576498270035		76039.64489293098
103114		21957.63033620827		75600.7590148272
103115		21951.009390284307		75612.75576716196
103120		19250.709229022264		75945.48404329456
103122		19280.415780524723		75890.12877264526
103125		20453.11684230622		75871.79698408209
103130		21871.879719019867		75416.76485719066
103140		21965.296912844293		75389.0107998522
103145		23771.34654751513		74929.14154763147
103155		21828.094940633513		75090.51531361323
103160		23248.291831619106		74653.39693401568
103170		18636.568614423275		75749.43774850108
103175		20185.034265447408		75250.8481991496
103180		22419.83390655555		74551.25583738927
1034		18609.622501417063		75722.84569486417
10351		18376.034995412454		75814.72136626486
103510		19083.995936111547		75593.0725529762
10352		18222.51584745571		75864.91769060213
1038		18612.89830893092		75507.24130606372
103905		20401.874322784133		74974.52364880871
103910		20581.064373281784		74917.62999681756
103915		21595.176479041576		74602.1028202679
103920		23017.501470122486		74155.11533232499
1042		18608.93884578254		75348.49003987387
10442		18328.210886753164		75362.21322228853
1046		18604.670912821777		75232.75909471046
1048		18478.419299007393		75305.29377874918
1050		18612.313378627412		74878.2356504621
105105		18894.793252896518		74804.61030066479
105120		20312.894962277263		74366.56364459451
105125		20551.971898703836		74290.16367892455
105130		21429.829124309123		74010.89051623084
105135		22347.57314951159		73724.59322792199
1054		18648.835258433595		74135.08670869097
105505		18918.489692833275		74104.5022542905
105510		19708.057473307475		73964.75098704919
105515		19910.65982453525		73917.64446897991
105520		20122.93154027965		73852.65036765579
105525		21764.379575520754		73344.79086871352
105535		24361.47801207844		72520.67480400763
105540		24467.457086637616		72487.33215517644
105542		24460.135349079967		72534.11843044125
105550		26196.16261935141		71951.19767740648
105555		26255.815340091474		71933.83066251408
105557		26251.800558594055		71956.33116128296
1058		18522.07401933614		73799.35005592834
